number,title,languages,featured,raycast_friendly,author,source,published,languages_declared,try_link,images_count,prompt
105,Game Asset - Hyper-Detailed Crocheted Portrait of a Legend,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6357,0,"{\n  ""image_type"": ""hyper-detailed studio portrait"",\n  ""resolution"": ""8K"",\n  ""style"": ""handcrafted crochet / amigurumi realism"",\n  ""overall_aesthetic"": ""ultra-realistic knitted texture with lifelike proportions and expressive facial details"",\n  ""composition"": {\n    ""framing"": ""centered portrait"",\n    ""crop"": ""upper torso to head"",\n    ""camera_angle"": ""straight-on eye level"",\n    ""depth_of_field"": ""shallow, subject sharply in focus, background softly blurred""\n  },\n  ""lighting"": {\n    ""type"": ""soft studio lighting"",\n    ""direction"": ""front-biased with subtle side fill"",\n    ""contrast"": ""moderate"",\n    ""shadows"": ""soft, natural falloff"",\n    ""highlights"": ""gentle highlights accentuating yarn texture""\n  },\n  ""background"": {\n    ""description"": ""dark, painterly backdrop with warm brown, olive, and muted amber tones"",\n    ""pattern"": ""abstract foliage-like shapes"",\n    ""focus"": ""intentionally blurred""\n  },\n  ""texture_details"": {\n    ""material"": ""crocheted yarn"",\n    ""stitch_visibility"": ""clearly visible tight uniform stitches across all surfaces"",\n    ""surface_quality"": ""matte yarn fibers with subtle fuzz"",\n    ""consistency"": ""even stitch density across face, clothing, and hair""\n  },\n  ""subject_1"": {\n    ""appearance"": {\n      ""skin_material"": ""light beige yarn"",\n      ""facial_structure"": ""rounded face with pronounced cheek volume"",\n      ""eyes"": {\n        ""shape"": ""round"",\n        ""color"": ""light gray-blue"",\n        ""pupils"": ""dark circular pupils"",\n        ""whites"": ""clearly defined"",\n        ""expression"": ""wide open eyes conveying surprise or playful curiosity""\n      },\n      ""eyebrows"": ""thick crocheted white yarn eyebrows"",\n      ""nose"": ""prominent crocheted nose with defined bridge and rounded tip"",\n      ""mouth"": {\n        ""state"": ""open"",\n        ""tongue"": ""visible pink crocheted tongue extended outward""\n      },\n      ""facial_hair"": {\n        ""mustache"": ""white crocheted mustache with slight curl"",\n        ""beard"": ""none""\n      },\n      ""hair"": {\n        ""color"": ""white"",\n        ""style"": ""messy, voluminous, outward-curving yarn strands"",\n        ""texture"": ""loose twisted yarn locks""\n      }\n    },\n    ""clothing"": {\n      ""outerwear"": {\n        ""type"": ""crocheted jacket"",\n        ""color"": ""deep blue"",\n        ""lapels"": ""wide folded lapels"",\n        ""texture"": ""thicker stitch pattern than face""\n      },\n      ""shirt"": {\n        ""color"": ""off-white"",\n        ""visibility"": ""visible beneath jacket""\n      },\n      ""accessory"": {\n        ""type"": ""bow tie"",\n        ""color"": ""bright red"",\n        ""material"": ""crocheted yarn"",\n        ""position"": ""centered below chin  ""\n  },\n  ""mood"": ""playful, expressive, handcrafted realism"",\n  ""render_quality"": {\n    ""detail_level"": ""extreme micro-detail"",\n    ""sharpness"": ""high"",\n    ""noise"": ""none"",\n    ""artifacts"": ""none""\n  },\n  ""post_processing"": {\n    ""color_grading"": ""warm neutral tones"",\n    ""clarity"": ""enhanced to emphasize yarn texture"",\n  }\n}"
106,Game Asset - Handcrafted Felt Miniature Scene with Tech Character,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6344,0,"A handcrafted felt miniature scene featuring a soft wool doll character with simplified facial features, round button eyes, rosy cheeks, and a gentle smile. The character wears a dark felt jacket, gray wool t-shirt, and matching trousers, styled in a minimal casual tech look. He is walking on grassy felt terrain alongside a small felt fox companion. Whimsical storybook environment with pastel greenery, soft clouds, and a bright blue sky, subtle miniature rockets blurred in the background. Macro photography style, shallow depth of field, soft natural daylight, stop-motion animation aesthetic, ultra-detailed felt fibers and fabric textures, cozy cinematic mood, high quality."
107,Game Asset - Isometric Miniature DJ Setup Scene,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6341,0,Create Isometric miniature scene of an oversized DJ setup. 🍌
108,Game Asset - Nano Banana Icon Batch Generation,ja,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6224,0,"Generate {argument name=""number of icons"" default=""40""} {argument name=""type"" default=""icons""}"
109,Game Asset - Panoramic Character Concept Sheet for 17-Year-Old Japanese JK,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6174,0,"{\n  ""Objective"": ""Create a panoramic character concept decomposition sheet for a Japanese high school student. Center: Full-body illustration of female student in JK uniform. Surrounding: Layered clothing showing school uniform layers and casual wear, Expression sheet with cheerful smile, studious concentration, surprised excitement, and shy embarrassment, Texture zoom on uniform fabric and school accessories"",\n  ""FaceReference"": {\n    ""Mode"": ""Strict face preservation"",\n    ""Instruction"": ""Use uploaded reference image for exact facial features, bone structure, and proportions"",\n    ""Consistency"": ""Face must remain identical across all frames""\n  },\n  ""CharacterDetails"": {\n    ""Subject"": { ""Type"": ""Japanese high school student"", ""Age"": ""17"" },\n    ""ClothingLayers"": [\n      ""School blazer with emblem"",\n      ""White button-down shirt"",\n      ""Pleated skirt"",\n      ""Casual underwear set"",\n      ""Loafers and socks""\n    ]\n  },\n  ""RelatedItems"": {\n    ""Bag"": ""School satchel with textbooks, notebooks, pencil case, lunch box"",\n    ""SchoolTools"": ""Student ID card, club activity items, study materials"",\n    ""Personal"": ""Smartphone, headphones, cute accessories, manga, snacks""\n  }\n}"
110,Game Asset - Nano Banana Detail Addition Test,ja,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6226,0,"As a hint for the world currently being created, ask nano banana to add {argument name=""element to add"" default=""details""}"
111,Game Asset - 3D Isometric Urban Transit Stop Diorama Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6143,0,"A clean, minimal 3D isometric diorama of a {argument name=""city transport type"" default=""[CITY TRANSPORT TYPE]""} stop, featuring a {argument name=""vehicle type"" default=""[VEHICLE]""} paused at a [PLATFORM TYPE], simple [SHELTER / CANOPY], subtle wayfinding signs, smooth concrete surfaces, soft studio lighting, realistic materials, rounded edges, miniature architectural model style, high detail, neutral background."
112,Game Asset - Cyberpunk POV Motorcycle Ride at Hyper-Velocity,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6190,0,"""Red futuristic sport motorcycle (POV perspective)"",\n      ""visible_elements"": ""Glossy red fuel tank with fuel cap, clip-on handlebars, black gloved hands gripping the grips, illuminated digital dashboard (slightly blurred)"",\n      ""action"": ""Speeding at hyper-velocity through a suspended structure"",\n      ""pose"": ""First-Person View (POV) / Rider's eye perspective looking slightly downward at the bike and forward into the horizon""\n    },\n    ""environment"": {\n      ""setting"": ""Transparent glass hyperloop tunnel / skyway"",\n      ""location"": ""High altitude above a futuristic cyberpunk metropolis"",\n      ""background_details"": ""Sprawling city grid with infinite street lights below, skyscrapers, motion-blurred light trails"",\n      ""horizon"": ""Dusk/Twilight sky with a gradient of deep teal fading into a warm sunset orange strip""\n    },\n    ""lighting_and_color"": {\n      ""color_palette"": ""Cinematic Teal and Orange (Complementary colors)"",\n      ""primary_tones"": ""Cyan/Turquoise glass reflections, Deep Red motorcycle paint, Golden/Orange horizon glow"",\n      ""lighting_style"": ""High contrast, neon ambient lighting, specular highlights on the metal and glass surfaces""\n    },\n    ""camera_technical"": {\n      ""camera_angle"": ""Wide-angle POV (14mm to 16mm equivalent)"",\n      ""focus"": ""Sharp focus on the motorcycle tank and handlebars, radial motion blur on the tunnel walls and city"",\n      ""aperture"": ""f/2.8 (to capture low light details)"",\n      ""shutter_speed"": ""1/30s (simulated drag shutter to create heavy motion blur effects on the surroundings)"",\n      ""iso"": ""ISO 800"",\n      ""composition"": ""Central symmetry, leading lines created by the tunnel structure converging at the center vanishing point""\n    },\n    ""style_descriptors"": [\n      ""Cyberpunk"",\n      ""Synthwave aesthetic"",\n      ""Hyper-realistic"",\n      ""High velocity"",\n      ""Futuristic"",\n      ""Cinematic"",\n      ""8k resolution"",\n      ""Unreal Engine 5 render style""\n    }"
113,Game Asset - Four-View Character Reference Sheet for 3D Modeling,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6056,0,"Create a detailed and realistic full-body reference image on a plain white background, showing four views of the young adult woman in the attached image, follow this description:\n\n    ""body_description"": \n      ""ethnicity"": ""caucasian with fair skin tone""\n      ""hair"": brown with blonde highlights, long, wavy"",\n      ""build"": ""athletic hourglass, fit and toned"",\n      ""torso"": ""narrow, high-waisted, plain stomach"",\n      ""bust"": ""proportional, firm"",\n      ""waist"": ""taut, slim, high-definition transition to hips"",\n      ""hips"": ""wide, curvy, pronounced shelf-like curve at the iliac crest"",\n      ""legs"": ""toned, athletic thighs with smooth skin transition"",\n\nArrange the views horizontally from left to right: front view, left side profile view, right side profile view, and back view. In each pose, she stands straight with arms relaxed at her sides, feet slightly apart, wearing a simple black sports bra and black thong underwear to clearly display body proportions, muscle definition, facial details, hair, and posture. Ensure a 4:4 aspect ratio, high resolution, realistic rendering, no shadows, no additional elements, and equal spacing between views for easy reference."
114,Game Asset - Full-Body Reference Sheet for Athletic Hourglass Figure,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5987,0,"Create a detailed and realistic full-body reference image on a plain white background, showing four views of the young adult woman in the attached image, follow this description:\n\n    ""body_description"": \n      ""ethnicity"": ""caucasian with fair skin tone""\n      ""hair"": ""{argument name=""hair description"" default=""brown with blonde highlights, long, wavy""}"",\n      ""build"": ""athletic hourglass, fit and toned"",\n      ""torso"": ""narrow, high-waisted, plain stomach"",\n      ""bust"": ""proportional, firm"",\n      ""waist"": ""taut, slim, high-definition transition to hips"",\n      ""hips"": ""wide, curvy, pronounced shelf-like curve at the iliac crest"",\n      ""legs"": ""toned, athletic thighs with smooth skin transition"",\n\nArrange the views horizontally from left to right: front view, left side profile view, right side profile view, and back view. In each pose, she stands straight with arms relaxed at her sides, feet slightly apart, wearing a simple black sports bra and black thong underwear to clearly display body proportions, muscle definition, facial details, hair, and posture. Ensure a 4:4 aspect ratio, high resolution, realistic rendering, no shadows, no additional elements, and equal spacing between views for easy reference."
